symbol,instrument_type,security_type,market_status,total_volume,aum_size,average,change,eps,exchange,exercise_price,exercise_ratio,high,implied_volatility,inav,intrinsic_value,last,last_trading_date,low,maturity_date,moneyness,pbv,pe,percent_change,percent_yield,theoretical,to_last_trade,underlying,underlying_price,updated_at,shares_outstanding
TIGER,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.10365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.38,0,NULL,0,NULL,NULL,NULL,NULL,01:55.5,
TIPCO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.19085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.24,0,NULL,1.879999995,NULL,NULL,NULL,NULL,01:57.7,
TIPH,STOCK,CS,Open1,0,NULL,NULL,NULL,2.56349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.31,7.89,NULL,12.86999989,NULL,NULL,NULL,NULL,01:59.9,
TISCO,STOCK,CS,Open1,0,NULL,NULL,NULL,8.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.82,11.34,NULL,7.929999828,NULL,NULL,NULL,NULL,02:02.0,
TITLE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.12015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.86,35.66,NULL,1.200000048,NULL,NULL,NULL,NULL,02:04.3,
TK,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.03178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.33,0,NULL,5.619999886,NULL,NULL,NULL,NULL,02:06.4,
TKC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.88,16.73,NULL,2.25,NULL,NULL,NULL,NULL,02:08.6,
TKN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.60587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.78,13.47,NULL,6.190000057,NULL,NULL,NULL,NULL,02:10.8,
TKS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.10948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.83,0,NULL,8.039999962,NULL,NULL,NULL,NULL,02:12.9,
TKT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.00407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,0,NULL,0,NULL,NULL,NULL,NULL,02:15.1,
TLHPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,NULL,0,NULL,NULL,NULL,NULL,02:17.3,
TLI,STOCK,CS,Open1,36000,NULL,12,0.4,1.02027,NULL,NULL,NULL,12,NULL,NULL,NULL,12,NULL,12,NULL,NULL,1.17,11.27,3.45,4.349999905,NULL,NULL,NULL,NULL,02:19.5,
TM,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.07026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,0,NULL,0,NULL,NULL,NULL,NULL,02:21.7,
TMAN,STOCK,CS,Open1,0,NULL,NULL,NULL,1.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.62,10.3,NULL,1.720000029,NULL,NULL,NULL,NULL,02:23.8,
TMC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.06381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,0,NULL,0,NULL,NULL,NULL,NULL,02:26.0,
TMD,STOCK,CS,Open1,0,NULL,NULL,NULL,2.20447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.15,11.25,NULL,6.650000095,NULL,NULL,NULL,NULL,02:28.2,
TMI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.72,54.49,NULL,1.269999981,NULL,NULL,NULL,NULL,02:30.4,
TMILL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.87,47.77,NULL,2.170000076,NULL,NULL,NULL,NULL,02:32.6,
TMT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.04772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,0,NULL,1.659999967,NULL,NULL,NULL,NULL,02:34.8,
TMW,STOCK,CS,Open1,0,NULL,NULL,NULL,10.09133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.65,4.02,NULL,7.409999847,NULL,NULL,NULL,NULL,02:37.0,
TNDT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.2489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.86,0,NULL,0,NULL,NULL,NULL,NULL,02:39.2,
TNH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.62282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.81,13.82,NULL,1.879999995,NULL,NULL,NULL,NULL,02:44.4,
TNITY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,1242.35,NULL,0,NULL,NULL,NULL,NULL,02:46.6,
TNL,STOCK,CS,Open1,0,NULL,NULL,NULL,1.31154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.89,23.64,NULL,1.289999962,NULL,NULL,NULL,NULL,02:48.9,
TNP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.23192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.85,11.9,NULL,3.440000057,NULL,NULL,NULL,NULL,02:51.1,
TNPC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.39873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,0,NULL,2.170000076,NULL,NULL,NULL,NULL,02:53.3,
TNPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,NULL,NULL,0,NULL,NULL,NULL,NULL,02:55.5,
TNR,STOCK,CS,Open1,0,NULL,NULL,NULL,1.77678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.86,4.64,NULL,9.699999809,NULL,NULL,NULL,NULL,03:00.7,
TOA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.9561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.62,11.56,NULL,5.369999886,NULL,NULL,NULL,NULL,03:02.9,
TOG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.86909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.87,10.59,NULL,4.889999866,NULL,NULL,NULL,NULL,03:05.3,
TOP,STOCK,CS,Open1,0,NULL,NULL,NULL,4.45808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.34,5.61,NULL,7.599999905,NULL,NULL,NULL,NULL,03:07.5,
TOPP,STOCK,CS,Open1,0,NULL,NULL,NULL,18.48309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,8.39,NULL,3.170000076,NULL,NULL,NULL,NULL,03:09.7,
TPA,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.18527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.98,0,NULL,0,NULL,NULL,NULL,NULL,03:11.9,
TPAC,STOCK,CS,Open1,0,NULL,NULL,NULL,1.26805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.98,6.7,NULL,4.46999979,NULL,NULL,NULL,NULL,03:14.0,
TPBI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.59931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58,6.54,NULL,7.650000095,NULL,NULL,NULL,NULL,03:16.2,
TPCH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.58401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,4.97,NULL,13.61999989,NULL,NULL,NULL,NULL,03:18.4,
TPCS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.05114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,0,NULL,1.940000057,NULL,NULL,NULL,NULL,03:20.6,
TPIPL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.34,12.86,NULL,5.099999905,NULL,NULL,NULL,NULL,03:22.8,
TPIPP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,5.85,NULL,6.960000038,NULL,NULL,NULL,NULL,03:25.0,
TPL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,95.36,NULL,0,NULL,NULL,NULL,NULL,03:27.2,
TPLAS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,22.89,NULL,4.039999962,NULL,NULL,NULL,NULL,03:29.3,
TPOLY,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.12981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,0,NULL,0,NULL,NULL,NULL,NULL,03:31.5,
TPP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.62954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.43,17.16,NULL,4.170000076,NULL,NULL,NULL,NULL,03:33.7,
TPRIME,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58,NULL,NULL,5.980000019,NULL,NULL,NULL,NULL,03:35.9,
TPS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.35,12.02,NULL,5.150000095,NULL,NULL,NULL,NULL,03:38.1,
TQM,STOCK,CS,Open1,0,NULL,NULL,NULL,1.35145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.02,10.72,NULL,6.559999943,NULL,NULL,NULL,NULL,03:40.3,
TQR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.29,11.69,NULL,7.840000153,NULL,NULL,NULL,NULL,03:42.5,
TR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.09321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,0,NULL,0.140000001,NULL,NULL,NULL,NULL,03:44.6,
TRC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.6957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.43,0,NULL,0,NULL,NULL,NULL,NULL,03:46.8,
TRITN,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.81,0,NULL,0,NULL,NULL,NULL,NULL,03:49.0,
TRP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.39674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.32,16.32,NULL,3.079999924,NULL,NULL,NULL,NULL,03:51.2,
TRT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.72521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8,4.55,NULL,11.21000004,NULL,NULL,NULL,NULL,03:53.3,
TRU,STOCK,CS,Open1,0,NULL,NULL,NULL,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,5.76,NULL,9.260000229,NULL,NULL,NULL,NULL,03:55.5,
TRUBB,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.26896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,0,NULL,0,NULL,NULL,NULL,NULL,03:57.7,
TRUE,STOCK,CS,Open1,3000,NULL,10.2,-0.8,-0.31737,NULL,NULL,NULL,10.2,NULL,NULL,NULL,10.2,NULL,10.2,NULL,NULL,4.96,0,-7.27,0,NULL,NULL,NULL,NULL,03:59.9,
TRV,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,32.28,NULL,0,NULL,NULL,NULL,NULL,04:02.1,
TSC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.28606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.01,11.37,NULL,9.600000381,NULL,NULL,NULL,NULL,04:04.2,
TSE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.23679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,0,NULL,0,NULL,NULL,NULL,NULL,04:06.5,
TSI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,36.23,NULL,0,NULL,NULL,NULL,NULL,04:09.3,
TSR,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.18335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.29,0,NULL,0,NULL,NULL,NULL,NULL,04:11.5,
TSTE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.26709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,41.18,NULL,0.910000026,NULL,NULL,NULL,NULL,04:13.7,
TSTH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,10.88,NULL,0,NULL,NULL,NULL,NULL,04:15.9,
TTA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28,6.12,NULL,4.949999809,NULL,NULL,NULL,NULL,04:18.1,
TTB,STOCK,CS,Open1,0,NULL,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,8.82,NULL,5.489999771,NULL,NULL,NULL,NULL,04:20.2,
TTCL,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.87248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,0,NULL,0,NULL,NULL,NULL,NULL,04:22.4,
TTI,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.91749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,0,NULL,1.919999957,NULL,NULL,NULL,NULL,04:24.6,
TTLPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.15,NULL,NULL,17.85000038,NULL,NULL,NULL,NULL,04:26.8,
TTT,STOCK,CS,Open1,0,NULL,NULL,NULL,5.07279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,7.66,NULL,4.110000134,NULL,NULL,NULL,NULL,04:28.9,
TTW,STOCK,CS,Open1,0,NULL,NULL,NULL,0.69948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.24,12.58,NULL,6.820000172,NULL,NULL,NULL,NULL,04:31.1,
TU,STOCK,CS,Open1,0,NULL,NULL,NULL,1.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.97,9.5,NULL,5.849999905,NULL,NULL,NULL,NULL,04:33.3,
TU-PF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,NULL,NULL,0,NULL,NULL,NULL,NULL,04:35.5,
TURTLE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.12716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.56,0,NULL,0,NULL,NULL,NULL,NULL,04:37.8,
TVDH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,12.67,NULL,0,NULL,NULL,NULL,NULL,04:39.9,
TVH,STOCK,CS,Open1,0,NULL,NULL,NULL,1.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.13,7.22,NULL,5,NULL,NULL,NULL,NULL,04:42.1,
TVO,STOCK,CS,Open1,0,NULL,NULL,NULL,2.36444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.89,9.81,NULL,7.460000038,NULL,NULL,NULL,NULL,04:44.3,
TVT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,0,NULL,0,NULL,NULL,NULL,NULL,04:46.5,
TWP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.29897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0,NULL,0.649999976,NULL,NULL,NULL,NULL,04:48.7,
TWPC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.08111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,0,NULL,2.519999981,NULL,NULL,NULL,NULL,04:50.8,
TWZ,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.00245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.16,0,NULL,0,NULL,NULL,NULL,NULL,04:53.0,
TYCN,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28,0,NULL,0,NULL,NULL,NULL,NULL,04:55.2,
UAC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.25273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,11.79,NULL,16.78000069,NULL,NULL,NULL,NULL,04:57.4,
UBA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.87,7.81,NULL,10.64000034,NULL,NULL,NULL,NULL,04:59.6,
UBE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,8.19,NULL,4.449999809,NULL,NULL,NULL,NULL,05:01.7,
UBIS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.07718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.51,14.9,NULL,0,NULL,NULL,NULL,NULL,05:03.9,
UEC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.05511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.39,0,NULL,7.5,NULL,NULL,NULL,NULL,05:06.1,
UKEM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,91.71,NULL,1.889999986,NULL,NULL,NULL,NULL,05:08.4,
UMI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,10.18,NULL,3.970000029,NULL,NULL,NULL,NULL,05:10.6,
UMS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.04604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.38,0,NULL,0,NULL,NULL,NULL,NULL,05:12.8,
UNIQ,STOCK,CS,Open1,0,NULL,NULL,NULL,0.16932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.23,10.39,NULL,3.980000019,NULL,NULL,NULL,NULL,05:14.9,
UOBKH,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.25872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,0,NULL,0,NULL,NULL,NULL,NULL,05:17.1,
UP,STOCK,CS,Open1,0,NULL,NULL,NULL,2.00386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,8.83,NULL,6.670000076,NULL,NULL,NULL,NULL,05:19.3,
UPF,STOCK,CS,Open1,0,NULL,NULL,NULL,1.23109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.64,24.37,NULL,2.869999886,NULL,NULL,NULL,NULL,05:21.5,
UPOIC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.50247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.24,12.54,NULL,5.239999771,NULL,NULL,NULL,NULL,05:23.7,
UREKA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.02,23.97,NULL,0,NULL,NULL,NULL,NULL,05:25.9,
UTP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.95337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09,8.23,NULL,8.279999733,NULL,NULL,NULL,NULL,05:28.1,
UV,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,39.44,NULL,8.180000305,NULL,NULL,NULL,NULL,05:30.2,
UVAN,STOCK,CS,Open1,0,NULL,NULL,NULL,1.34983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.91,7.22,NULL,10.26000023,NULL,NULL,NULL,NULL,05:32.4,
VARO,STOCK,CS,Open1,0,NULL,NULL,NULL,1.30559,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,3.45,NULL,0,NULL,NULL,NULL,NULL,05:34.7,
VCOM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.28555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.29,8.4,NULL,12.5,NULL,NULL,NULL,NULL,05:36.9,
VGI,STOCK,CS,Open1,1008200,NULL,3.54,0.32,0.03704,NULL,NULL,NULL,3.54,NULL,NULL,NULL,3.54,NULL,3.54,NULL,NULL,1.7,122.5,9.94,0,NULL,NULL,NULL,NULL,05:39.1,
VIBHA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.91,31.27,NULL,3.089999914,NULL,NULL,NULL,NULL,05:41.3,
VIH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.53145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.28,14.33,NULL,3.380000114,NULL,NULL,NULL,NULL,05:43.5,
VL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.02,14.24,NULL,4.440000057,NULL,NULL,NULL,NULL,05:45.6,
VNG,STOCK,CS,Open1,400,NULL,3,0.38,0.13,NULL,NULL,NULL,3,NULL,NULL,NULL,3,NULL,3,NULL,NULL,0.61,19.45,14.5,3.880000114,NULL,NULL,NULL,NULL,05:47.8,
VPO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,9.39,NULL,0,NULL,NULL,NULL,NULL,05:50.0,
VRANDA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.16012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,29.6,NULL,2.640000105,NULL,NULL,NULL,NULL,05:52.2,
VS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.16215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.54,0,NULL,0,NULL,NULL,NULL,NULL,05:54.3,
WACOAL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.20233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,119.11,NULL,2.49000001,NULL,NULL,NULL,NULL,05:56.5,
WARRIX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.47,14.48,NULL,6.03000021,NULL,NULL,NULL,NULL,05:58.7,
WAVE,STOCK,CS,Suspend,0,NULL,NULL,NULL,0.00236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,37.51,NULL,0,NULL,NULL,NULL,NULL,06:00.9,
WELL,STOCK,CS,Suspend,0,NULL,NULL,NULL,0.01381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,06:03.1,
WFX,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.28088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0,NULL,0,NULL,NULL,NULL,NULL,06:05.3,
WGE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.27,8.69,NULL,0,NULL,NULL,NULL,NULL,06:07.5,
